pmid,year,title,authors,journal,doi,publication_types,language,abstract,pubmed_url
33196489,2022,Clinical Trajectories of Acute Kidney Injury in Surgical Sepsis: A Prospective Observational Study.,"Ozrazgat-Baslanti T; Loftus TJ; Mohandas R; Wu Q; Brakenridge S; Brumback B; Efron PA; Anton S; Moore FA; Moldawer LL; Segal MS; Bihorac A; Sepsis, Critical Illness Research Center Investigators",Annals of surgery,10.1097/SLA.0000000000004360,"Journal Article; Observational Study; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",eng,"To characterize endothelial function, inflammation, and immunosuppression in surgical patients with distinct clinical trajectories of AKI and to determine the impact of persistent kidney injury and renal non-recovery on clinical outcomes, resource utilization, and long-term disability and survival. AKI is associated with increased healthcare costs and mortality. Trajectories that account for duration and recovery of AKI have not been described for sepsis patients, who are uniquely vulnerable to renal dysfunction. This prospective observational study included 239 sepsis patients admitted and enrolled between January 2015 and July 2017. Kidney Disease: Improving Global Outcomes (KDIGO) and Acute Disease Quality Initiative (ADQI) criteria were used to classify subjects as having no AKI, rapidly reversed AKI, persistent AKI with renal recovery, or persistent AKI without renal recovery. Serial biomarker profiles, clinical outcomes, resource utilization, and long-term physical performance status and survival were compared among AKI trajectories. Sixty-two percent of the study population developed AKI. Only one-third of AKI episodes rapidly reversed within 48 hours; the remaining had persistent AKI, among which 57% did not have renal recovery by discharge. One-year survival and proportion of subjects fully active 1 year after sepsis was lowest among patients with persistent AKI compared with other groups. Long-term mortality hazard rates were 5-fold higher for persistent AKI without renal recovery compared with no AKI. Among critically ill surgical sepsis patients, persistent AKI and the absence of renal recovery are associated with distinct early and sustained immunologic and endothelial biomarker signatures and decreased long-term physical function and survival.",https://pubmed.ncbi.nlm.nih.gov/33196489/
34747433,2021,The furosemide stress test: Perspectives for acute kidney injury diagnosis.,López-Hernández FJ,Jornal brasileiro de nefrologia,10.1590/2175-8239-JBN-2021-E010,Editorial,eng; por,,https://pubmed.ncbi.nlm.nih.gov/34747433/
34707157,2021,Biomarkers of persistent renal vulnerability after acute kidney injury recovery.,Fuentes-Calvo I; Cuesta C; Sancho-Martínez SM; Hidalgo-Thomas OA; Paniagua-Sancho M; López-Hernández FJ; Martínez-Salgado C,Scientific reports,10.1038/s41598-021-00710-y,"Journal Article; Research Support, Non-U.S. Gov't",eng,"Acute kidney injury (AKI) is a risk factor for new AKI episodes, chronic kidney disease, cardiovascular events and death, as renal repair may be deficient and maladaptive, and activate proinflammatory and profibrotic signals. AKI and AKI recovery definitions are based on changes in plasma creatinine, a parameter mostly associated to glomerular filtration, but largely uncoupled from renal tissue damage. The evolution of structural and functional repair has been incompletely described. We thus aimed at identifying subclinical sequelae persisting after recovery from cisplatin-induced AKI in rats. Compared to controls, after plasma creatinine recovery, post-AKI kidneys showed histological alterations and attendant susceptibility to new AKI episodes. Tubular function (assessed by the furosemide stress test, FST) also remained affected. Lingering parenchymal and functional subclinical alterations were paralleled by tapering, but abnormally high levels of urinary albumin, transferrin, insulin-like growth factor-binding protein 7 (IGFBP7), tissue inhibitor of metalloproteinases-2 (TIMP-2) and, especially, the [TIMP-2]*[IGFBP7] product. As subclinical surrogates of incomplete renal recovery, the FST and the urinary [TIMP-2]*[IGFBP7] product provide two potential diagnostic tools to monitor the sequelae and kidney vulnerability after the apparent recovery from AKI.",https://pubmed.ncbi.nlm.nih.gov/34707157/
34300278,2021,Current Concepts of Pediatric Acute Kidney Injury-Are We Ready to Translate Them into Everyday Practice?,Musiał K,Journal of clinical medicine,10.3390/jcm10143113,Journal Article; Review,eng,"Pediatric acute kidney injury (AKI) is a major cause of morbidity and mortality in children undergoing interventional procedures. The review summarizes current classifications of AKI and acute kidney disease (AKD), as well as systematizes the knowledge on pathophysiology of kidney injury, with a special focus on renal functional reserve and tubuloglomerular feedback. The aim of this review is also to show the state-of-the-art in methods assessing risk and prognosis by discussing the potential role of risk stratification strategies, taking into account both glomerular function and clinical settings conditioned by fluid overload, urine output, or drug nephrotoxicity. The last task is to suggest careful assessment of eGFR as a surrogate marker of renal functional reserve and implementation of point-of-care testing, available in the case of biomarkers like NGAL and [IGFBP-7] × [TIMP-2] product, into everyday practice in patients at risk of AKI due to planned invasive procedures or treatment.",https://pubmed.ncbi.nlm.nih.gov/34300278/
33971784,2021,The furosemide stress test: current use and future potential.,McMahon BA; Chawla LS,Renal failure,10.1080/0886022X.2021.1906701,Journal Article; Review,eng,"Loop diuretics are among the most widely used drugs worldwide and are commonly employed in the management of complications associated with acute kidney injury (AKI), namely volume overload and electrolyte management. The use of loop diuretics in critically ill patients with AKI is paramount to preventing or treating pulmonary edema. The naturetic response to a loop diuretic is based on its unique renal pharmacology. Our review article summarizes the pharmacology of furosemide in the intact nephron and discusses how this response might be altered by the presence of AKI. We discuss the increasing body of literature on the latest clinical utility of furosemide namely, it's challenge test, known as the furosemide stress test which has highlighted a new and novel role for furosemide over the past number of years. This test assists with the identification of AKI subjects at higher risk of AKI progression and the need for renal replacement therapy. The stress test can also predict cessation of continuous renal replacement therapy in patients with established AKI. On the basis of the evidence presented in this review, we propose future potential studies of furosemide in AKI.",https://pubmed.ncbi.nlm.nih.gov/33971784/
33707141,2021,Risk factors and prognosis assessment for acute kidney injury: The 2020 consensus of the Taiwan AKI Task Force.,Chen JJ; Kuo G; Hung CC; Lin YF; Chen YC; Wu MJ; Fang JT; Ku SC; Hwang SJ; Huang YT; Wu VC; Chang CH,Journal of the Formosan Medical Association = Taiwan yi zhi,10.1016/j.jfma.2021.02.013,Journal Article; Meta-Analysis; Review; Consensus Statement,eng,Risk and prognostic factors for acute kidney injury (AKI) have been published in various studies across various populations. We aimed to explore recent advancements in and provide updated recommendations on AKI risk stratification and information about local AKI risk factors. The Taiwan Acute Kidney Injury Task Force reviewed relevant recently published literature and reached a consensus after group meetings. Systemic review and group discussion were performed. We conducted a meta-analysis according to the PRISMA statement for evaluating the diagnostic performance of the furosemide stress test. Several risk and susceptibility factors were identified through literature review. Contrast-associated AKI prediction models after coronary angiography were one of the most discussed prediction models we found. The basic approach and evaluation of patients with AKI was also discussed. Our meta-analysis found that the furosemide stress test can be used as a prognostic tool for AKI progression and to identify patients with AKI who are at low risk of renal replacement therapy. Factors associated with de novo chronic kidney injury or renal non-recovery after AKI were identified and summarized. Our review provided practical information about early identification of patients at high risk of AKI or disease progression for Taiwan local clinics.,https://pubmed.ncbi.nlm.nih.gov/33707141/
33591140,2021,"The furosemide stress test, electrolyte response and Renal Index in critically ill patients.",Bolgiaghi L; Umbrello M; Formenti P; Coppola S; Sabbatini G; Massaro C; Damiani M; Chiumello D,Minerva anestesiologica,10.23736/S0375-9393.21.14942-9,Journal Article; Observational Study,eng,"Acute kidney injury (AKI) is a common syndrome in critically ill patients. The diagnostic ability of traditional markers such as serum creatinine has recently been questioned, and the use of newer tests such as the furosemide stress test or the ultrasound assessment of renal resistive index have been proposed. Aim of the present study was to compare the response to a furosemide stress test, the Renal Index in mechanically ventilated patients with and without acute kidney injury at admission, and who did or did not develop AKI at day three, among those with normal renal function at the CIU admission. Prospective observational study in consecutive mechanically ventilated patients admitted in a general intensive care. Furosemide stress test and ultrasonographical Renal Index were performed at the admission and clinical and laboratory data were collected before and two hours after the furosemide stress text. The urine output after the first and the second hours was recorded. Forty patients were enrolled, 19 of whom had AKI at admission. The Renal Index was significantly higher in patients with AKI (0.77±0.07 vs. 0.72±0.08, P=0.027); patients with AKI had a significantly lower urine output after the furosemide stress test (400 [340; 1400] vs.1525 [400; 2550] mL; P=0.013). The plasma concentrations of sodium, potassium and chloride were not different before and after the furosemide stress test in patients with and without AKI, whereas in patients with AKI, the total urine output of sodium, potassium and chloride were significantly lower compared to patients without AKI. Similar results were found in patients without AKI at admission and who developed AKI at day three as compared to those who did not develop AKI. The response to the furosemide stress test and the Renal Index could be used as additional tools to evaluate the kidney function in critically ill patients.",https://pubmed.ncbi.nlm.nih.gov/33591140/
33556150,2021,Acute kidney injury in patients with severe COVID-19 in Mexico.,Casas-Aparicio GA; León-Rodríguez I; Alvarado-de la Barrera C; González-Navarro M; Peralta-Prado AB; Luna-Villalobos Y; Velasco-Morales A; Calderón-Dávila N; Ormsby CE; Ávila-Ríos S,PloS one,10.1371/journal.pone.0246595,Journal Article,eng,"Some patients with COVID-19 pneumonia present systemic disease involving multiple systems. There is limited information about the clinical characteristics and events leading to acute kidney injury (AKI). We described the factors associated with the development of AKI and explored the relation of AKI and mortality in Mexican population with severe COVID-19. We retrospectively reviewed the medical records of individuals with severe pneumonia caused by SARS-CoV-2 hospitalized at the largest third-level reference institution for COVID-19 care in Mexico between March and April 2020. Demographic information, comorbidities, clinical and laboratory data, dates of invasive mechanical ventilation (IMV) and hospitalization, mechanical-ventilator settings and use of vasoactive drugs were recorded. Of 99 patients studied, 58 developed AKI (58.6%). The risk factors for AKI were older age (OR = 1.07, 95% CI = 1.01-1.13, p = 0.024); obesity (OR = 6.58, 95% CI = 1.8-24.05, p = 0.040); and the need for IMV (OR = 6.18, CI = 1.29-29.58, p = 0.023). The risk factors for mortality were obesity (OR = 5.57, 95% CI = 1.48-20.93, p = 0.011); requirement of vasoactive drugs on admission (OR = 5.35, 95% CI = 1.16-24.61, p = 0.031); and AKI (OR = 8.61, 95% CI = 2.24-33.1, p = 0.002). In-hospital mortality was significantly higher in patients with AKI stage 3 (79.3%) and AKI stage 2 (68.7%) compared with those with AKI stage 1 (25%; p = 0.004). Fifty-three patients underwent the furosemide stress test (FST) to predict progression to AKI stage 3. Of those, 12 progressed to AKI stage 3 (22%). The ROC curve for the FST had an AUC of 0.681 (p = 0.009); a sensitivity of 81.6% and a specificity of 54.5%. AKI was common in our cohort of patients with severe pneumonia caused by SARS-CoV-2 infection. The risk factors for AKI were older age, obesity and the need for of IMV on admission. The risk factors for mortality were obesity, requirement of vasoactive drugs on admission and AKI. Mortality was more frequent in patients with AKI stages 2-3. The FST had an acceptable predictive capacity to identify patients progressing to AKI stage 3.",https://pubmed.ncbi.nlm.nih.gov/33556150/
33492454,2021,The use of diagnostic tools for pediatric AKI: applying the current evidence to the bedside.,Fuhrman D,"Pediatric nephrology (Berlin, Germany)",10.1007/s00467-021-04940-0,Journal Article; Review,eng,"Given the known deleterious consequences of acute kidney injury (AKI), exciting recent research efforts have focused on developing strategies for the earlier recognition of AKI in the pediatric population. Recognizing the limitations of serum creatinine, investigators have focused on the study of novel biomarkers and practical bedside tools for identifying patients at risk for AKI prior to a rise in serum creatinine. In PubMed, there are presently over 30 original research papers exploring the use of pediatric AKI risk prediction tools in just the last 2 years. The following review highlights the most recent advances in the literature regarding opportunities to refine our ability to detect AKI early. Importantly, this review discusses how prediction tools including novel urine and serum biomarkers, practical risk stratification tests, renal functional reserve, and electronic medical record alerts may ultimately be applied to routine clinical practice.",https://pubmed.ncbi.nlm.nih.gov/33492454/
33253980,2021,The furosemide stress test and computational modeling identify renal damage sites associated with predisposition to acute kidney injury in rats.,Casanova AG; Fuentes-Calvo I; Hernández-Sánchez MT; Quintero M; Toral P; Caballero MT; Martínez-Salgado C; Morales AI; Layton AT; Eleno N; López-Hernández FJ,Translational research : the journal of laboratory and clinical medicine,10.1016/j.trsl.2020.11.011,"Journal Article; Research Support, Non-U.S. Gov't",eng,"Acute kidney injury (AKI) diagnosis relies on plasma creatinine concentration (Crpl), a relatively insensitive, surrogate biomarker of glomerular filtration rate that increases only after significant damage befalls. However, damage in different renal structures may occur without increments in Crpl, a condition known as subclinical AKI. Thus, detection of alterations in other aspects of renal function different from glomerular filtration rate must be included in an integral diagnosis of AKI. With this aim, we adapted to and validated in rats (for preclinical research) the furosemide stress test (FST), a tubular function test hitherto performed only in humans. We also tested its sensitivity in detecting subclinical tubular alterations. In particular, we predisposed rats to AKI with 3 mg/kg cisplatin and subsequently subjected them to a triggering insult (ie, 50 mg/kg/d gentamicin for 6 days) that had no effect on nonpredisposed animals but caused an overt AKI in predisposed rats. The FST was performed immediately before adding the triggering insult. Predisposed animals showed a reduced response to the FST (namely, reduced furosemide-induced diuresis and K+ excretion), whereas nonpredisposed animals showed no alteration, compared to the controls. Computational modeling of epithelial transport of solutes and water along the nephrons applied to experimental data suggested that proximal tubule transport was only minimally reduced, the sodium-chloride symporter was upregulated by 50%, and the renal outer medullary potassium channel was downregulated by 85% in predisposed animals. In conclusion, serial coupling of the FST and computational modeling may be used to detect and localize subclinical tubular alterations.",https://pubmed.ncbi.nlm.nih.gov/33253980/
34476130,2020,"Early Sequential Risk Stratification Assessment to Optimize Fluid Dosing, CRRT Initiation and Discontinuation in Critically Ill Children with Acute Kidney Injury: Taking Focus 2 Process Article.",Roy JP; Krallman KA; Basu RK; Chima RS; Fei L; Wilder S; Schmerge A; Gerhardt B; Fox K; Kirby C; Goldstein SL,Journal of clinical trials,,Journal Article,eng,"Acute Kidney Injury (AKI) is common in critically ill children and is associated with increased morbidity and mortality. Recognition and management of AKI is often delayed, predisposing patients to risk of clinically significant fluid accumulation (Fluid Overload (FO)). Early recognition and intervention in high risk patients could decrease fluid associated morbidity. We aim to assess an AKI Clinical Decision Algorithm (CDA) using a sequential risk stratification strategy integrating the Renal Angina Index (RAI), urine Neutrophil Gelatinase-Associated Lipocalin (NGAL) and the Furosemide Stress Test (FST) to optimize AKI and FO prediction and management in critically ill children. This single center prospective observational cohort study evaluates the AKI CDA in a Pediatric Intensive Care Unit (PICU). Every patient ≥ 3 months old has the risk score RAI calculated automatically at 12 hours of admission. Patients with a RAI ≥ 8 (fulfilling renal angina) have risk further stratified with a urine NGAL and, if positive (NGAL ≥ 150ng/mL), subsequently by their response to a standardized dose of furosemide (namely FST). RAI negative or NGAL negative patients are treated per usual care. FST-responders are managed conservatively, while non-responders receive fluid restrictive strategy and/or continuous renal replacement therapy (CRRT) at 10%-15% of FO. 2100 patients over 3 years will be evaluated to capture 210 patients with severe AKI (KDIGO Stage 2 or 3 AKI), 100 patients with >10% FO, and 50 requiring CRRT. Primary analyses: Standardizing a pediatric FST and assessing prediction accuracy of CDA for severe AKI, FO>10% and CRRT requirement in children. Secondary analyses in patients with AKI: Renal function return to baseline, RRT and mortality within 28 days. This will be the first prospective evaluation of feasibility of AKI CDA, integrating individual prediction tools in one cohesive and comprehensive approach, and its prediction of FO>10% and AKI, as well as the first to standardize the FST in the pediatric population. This will increase knowledge on current AKI prediction tools and provide actionable insight for early interventions in critically ill children based on their level of risk.",https://pubmed.ncbi.nlm.nih.gov/34476130/
32704213,2020,Furosemide Stress Test in Predicting Acute Kidney Injury Outcomes.,Rajasekaran KK; Venkataraman R,"Indian journal of critical care medicine : peer-reviewed, official publication of Indian Society of Critical Care Medicine",10.5005/jp-journals-10071-23381,Journal Article; Review,eng,"How to cite this article: Rajasekaran KK, Venkataraman R. Furosemide Stress Test in Predicting Acute Kidney Injury Outcomes. Indian J Crit Care Med 2020;24(Suppl 3):S100-S101.",https://pubmed.ncbi.nlm.nih.gov/32704213/
32671344,2020,A Furosemide Excretion Stress Test Predicts Mortality in Mice After Sepsis and Outperforms the Furosemide Stress Test During Vasopressin Administration.,Street JM; Bellomo TR; Koritzinsky EH; Kojima H; Yuen PST; Star RA,Critical care explorations,10.1097/CCE.0000000000000112,Journal Article,eng,"The furosemide stress test measures the volume of urine produced after a furosemide challenge. Furosemide stress test has previously demonstrated sensitive and specific prediction of progression to Kidney Disease: Improving Global Outcomes guideline defined acute kidney injury stage III in the ICU. Furosemide is actively excreted into the nephron lumen where it inhibits the sodium-potassium-chloride cotransporter, causing diuresis. We hypothesize that furosemide excretion is a more direct measure of tubule health than diuresis. We developed a furosemide excretion stress test to evaluate this hypothesis in a murine model of septic-acute kidney injury. Basic science laboratory. Male and female 8-week old CD-1 mice. Sepsis was induced by cecal ligation and puncture in male and female mice. Furosemide stress test/furosemide excretion stress test started 42 hours post-cecal ligation and puncture with a 1 mg/kg furosemide bolus and urine was collected for 12 hours. The mice were then euthanized or monitored until 7 days post-cecal ligation and puncture. In another cohort, mice were treated with vasopressin, which decreases urine volume. Furosemide concentration was determined by high performance liquid chromatography. Urine production during the 12-hour collection varied from 0.08 to 2.62 mL. Both urine production (furosemide stress test) and furosemide excretion (furosemide excretion stress test) predicted mortality (area under the receiver operating characteristic curve = 0.925 and 0.916) and time of death (R 2 = 0.26 and 0.74). Male and female mice demonstrated consistent results. Following vasopressin treatment, furosemide stress test specificity fell to 33% (p = 0.016) but furosemide excretion stress test specificity was maintained. The furosemide stress test and furosemide excretion stress test performed similarly in predicting mortality; however, furosemide excretion stress test was superior in predicting time to death and maintained performance when challenged with vasopressin treatment in a mouse sepsis model.",https://pubmed.ncbi.nlm.nih.gov/32671344/
32381019,2020,Furosemide stress test as a predictive marker of acute kidney injury progression or renal replacement therapy: a systemic review and meta-analysis.,Chen JJ; Chang CH; Huang YT; Kuo G,"Critical care (London, England)",10.1186/s13054-020-02912-8,Journal Article; Meta-Analysis; Systematic Review,eng,"The use of the furosemide stress test (FST) as an acute kidney injury (AKI) severity marker has been described in several trials. However, the diagnostic performance of the FST in predicting AKI progression has not yet been fully discussed. In accordance with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines, we searched the PubMed, Embase, and Cochrane databases up to March 2020. The diagnostic performance of the FST (in terms of sensitivity, specificity, number of events, true positive, false positive) was extracted and evaluated. We identified eleven trials that enrolled a total of 1366 patients, including 517 patients and 1017 patients for whom the outcomes in terms of AKI stage progression and renal replacement therapy (RRT), respectively, were reported. The pooled sensitivity and specificity results of the FST for AKI progression prediction were 0.81 (95% CI 0.74-0.87) and 0.88 (95% CI 0.82-0.92), respectively. The pooled positive likelihood ratio (LR) was 5.45 (95% CI 3.96-7.50), the pooled negative LR was 0.26 (95% CI 0.19-0.36), and the pooled diagnostic odds ratio (DOR) was 29.69 (95% CI 17.00-51.85). The summary receiver operating characteristics (SROC) with pooled diagnostic accuracy was 0.88. The diagnostic performance of the FST in predicting AKI progression was not affected by different AKI criteria or underlying chronic kidney disease. The pooled sensitivity and specificity results of the FST for RRT prediction were 0.84 (95% CI 0.72-0.91) and 0.77 (95% CI 0.64-0.87), respectively. The pooled positive LR and pooled negative LR were 3.16 (95% CI 2.06-4.86) and 0.25 (95% CI 0.14-0.44), respectively. The pooled diagnostic odds ratio (DOR) was 13.59 (95% CI 5.74-32.17), and SROC with pooled diagnostic accuracy was 0.86. The diagnostic performance of FST for RRT prediction is better in stage 1-2 AKI compared to stage 3 AKI (relative DOR 5.75, 95% CI 2.51-13.33). The FST is a simple tool for the identification of AKI populations at high risk of AKI progression and the need for RRT, and the diagnostic performance of FST in RRT prediction is better in early AKI population.",https://pubmed.ncbi.nlm.nih.gov/32381019/
32349337,2020,Role of the Furosemide Stress Test in Renal Injury Prognosis.,Coca A; Aller C; Reinaldo Sánchez J; Valencia AL; Bustamante-Munguira E; Bustamante-Munguira J,International journal of molecular sciences,10.3390/ijms21093086,Journal Article; Review,eng,"Risk stratification and accurate patient prognosis are pending issues in the management of patients with kidney disease. The furosemide stress test (FST) has been proposed as a low-cost, fast, safe, and easy-to-perform test to assess tubular integrity, especially when compared to novel plasma and urinary biomarkers. However, the findings regarding its clinical use published so far provide insufficient evidence to recommend the generalized application of the test in daily clinical routine. Dosage, timing, and clinical outcomes of the FST proposed thus far have been significantly different, which further accentuates the need for standardization in the application of the test in order to facilitate the comparison of results between series. This review will summarize published research regarding the usefulness of the FST in different settings, providing the reader some insights about the possible implications of FST in clinical decision-making in patients with kidney disease and the challenges that research will have to address in the near future before widely applying the FST.",https://pubmed.ncbi.nlm.nih.gov/32349337/
32148223,2020,[Breakthroughs in global critical care medicine 2019].,Huang W; Qin Y; Dai X,Zhonghua wei zhong bing ji jiu yi xue,10.3760/cma.j.cn121430-20191213-00001,Journal Article,chi,"The following trends emerged in international critical care practice in 2019: increasing analysis to phenotypes of sepsis and acute respiratory distress syndrome (ARDS), increasing evidences of early initiating of vasopressors and antibiotics for septic shock, also including the early furosemide stress test for critically ill patients with acute kidney injury (AKI). In addition, there are many significantly important trials with positive results: high dose vitamin C for septic shock, weaning strategy with pressure support ventilation (PSV) mode, tranexamic acid for patients with acute traumatic brain injury, and new monoclonal antibody for Ebola virus disease. And there are also negatives trials as following: individual mechanical ventilation, maximal recruitment open lung ventilation or early neuromuscular blockade for moderate-to-severe ARDS, N95 respirators preventing influenza, flexible family visit program against delirium or early sedation with dexmedetomidine to mechanically ventilated patients, intensive care unit (ICU) diary or nurse-led preventive psychological intervention against posttraumatic stress disorder (PTSD) in patients with mechanical ventilation, recombinant human soluble thrombomodulin (rhsTM) in patients with sepsis-associated coagulopathy, and so on. Further investigations should be focus on the phenotype analysis, by which individualized management fitting for specific pathophysiologic and immune characters for each patient could be clarified.",https://pubmed.ncbi.nlm.nih.gov/32148223/
32143585,2020,Furosemide stress test and interstitial fibrosis in kidney biopsies in chronic kidney disease.,Rivero J; Rodríguez F; Soto V; Macedo E; Chawla LS; Mehta RL; Vaingankar S; Garimella PS; Garza C; Madero M,BMC nephrology,10.1186/s12882-020-01721-z,"Journal Article; Research Support, Non-U.S. Gov't",eng,"Interstitial fibrosis (IF) on kidney biopsy is one of the most potent risk factors for kidney disease progression. The furosemide stress test (FST) is a validated tool that predicts the severity of acute kidney injury (especially at 2 h) in critically ill patients. Since furosemide is secreted through the kidney tubules, the response to FST represents the tubular secretory capacity. To our knowledge there is no data on the correlation between functional tubular capacity assessed by the FST with IF on kidney biopsies from patients with chronic kidney disease (CKD). The aim of this study was to determine the association between urine output (UO), Furosemide Excreted Mass (FEM) and IF on kidney biopsies after a FST. This study included 84 patients who underwent kidney biopsy for clinical indications and a FST. The percentage of fibrosis was determined by morphometry technique and reviewed by a nephropathologist. All patients underwent a FST prior to the biopsy. Urine volume and urinary sodium were measured in addition to urine concentrations of furosemide at different times (2, 4 and 6 h). We used an established equation to determine the FEM. Values were expressed as mean, standard deviation or percentage and Pearson Correlation. The mean age of the participants was 38 years and 44% were male. The prevalence of diabetes mellitus, hypertension and diuretic use was significantly higher with more advanced degree of fibrosis. Nephrotic syndrome and acute kidney graft dysfunction were the most frequent indications for biopsy. eGFR was inversely related to the degree of fibrosis. Subjects with the highest degree of fibrosis (grade 3) showed a significant lower UO at first hour of the FST when compared to lower degrees of fibrosis (p = 0.015). Likewise, the total UO and the FEM was progressively lower with higher degrees of fibrosis. An inversely linear correlation between FEM and the degree of fibrosis (r = - 0.245, p = 0.02) was observed. Our findings indicate that interstitial fibrosis correlates with total urine output and FEM. Further studies are needed to determine if UO and FST could be a non-invasive tool to evaluate interstitial fibrosis. ClinicalTrials.gov NCT02417883.",https://pubmed.ncbi.nlm.nih.gov/32143585/
29327197,2020,[New kidney function tests: Renal functional reserve and furosemide stress test].,Kindgen-Milles D; Slowinski T; Dimski T,"Medizinische Klinik, Intensivmedizin und Notfallmedizin",10.1007/s00063-017-0400-z,Journal Article; Review,ger,"Acute kidney injury (AKI) occurs in 30-50% of all intensive care patients. Renal replacement therapy (RRT) has to be initiated in 10-15%. The early in-hospital mortality is about 50%. Up to 20% of all survivors develop chronic kidney disease after intensive care discharge and progress to end-stage kidney disease within the next 10 years. For timely initiation of prophylactic or therapeutic interventions, it is crucial to exactly determine the actual kidney function, i. e., glomerular filtration rate (GFR), and to gain insight into the further development of kidney function. Traditionally, renal function has been estimated using serum levels of creatinine or urea. Unfortunately, both are notoriously unreliable and insensitive in intensive care patients. Cystatin C has fewer non-GFR determinants when compared to creatinine and is more sensitive and accurate to detect early decreases of GFR. At present, new functional tests are discussed, namely the furosemide stress test (FST) and renal functional reserve (RFR). The FST consists of an intravenous infusion of 1.0-1.5 mg/kgBW furosemide to critically ill patients with AKI. An increase in urine output to >100 ml/h is indicative of a GFR >20 ml/min and almost certainly excludes progression to AKI stage III and need for RRT. Estimation of RFR can be made by short-term oral or intravenous administration of a high protein load. A subsequent increase in GFR defines the presence and the magnitude of functional reserve which can be activated. Loss of RFR is an indicator of loss of functioning nephron mass and incomplete recovery following AKI. Both FST and RFR can help to improve diagnosis and care of high-risk patients with acute and chronic kidney disease.",https://pubmed.ncbi.nlm.nih.gov/29327197/
31362295,2019,"Loop Diuretics in Acute Kidney Injury Prevention, Therapy, and Risk Stratification.",Patschan D; Patschan S; Buschmann I; Ritter O,Kidney & blood pressure research,10.1159/000501315,Journal Article; Review,eng,"Loop diuretics (LD) are widely used in emergency and intensive care medicine. The substances increase the clearance of electrolytes and water; thus, they allow us to control hypervolemia and to prevent patients from pulmonary edema. LD are also frequently applied to patients with an acute decrease in glomerular filtration rate, namely, acute kidney injury (AKI). Nevertheless, volume depletion may be associated with reduced renal perfusion and possibly slower restitution or even aggravation of kidney dysfunction. Several trials on the preventive or therapeutic efficacy of LD have been published since the early 1970s. Our review article is intended to summarize the most important references related to this topic. In addition, we discuss the diagnostic value of the so-called furosemide stress test. The currently available data indicate that LD may act in a beneficial manner as long as euvolemia is maintained (matched hydration). Key Massages: LD are not beneficial for AKI treatment if kidney-related endpoints are considered. In certain situations, AKI prevention with LD can be associated with favorable outcomes as long as euvolemia is maintained. LD can help to identify AKI subjects at a higher risk of AKI progression, but the exact clinical consequences need to be determined.",https://pubmed.ncbi.nlm.nih.gov/31362295/
31035185,2019,"The furosemide stress test for prediction of worsening acute kidney injury in critically ill patients: A multicenter, prospective, observational study.",Rewa OG; Bagshaw SM; Wang X; Wald R; Smith O; Shapiro J; McMahon B; Liu KD; Trevino SA; Chawla LS; Koyner JL,Journal of critical care,10.1016/j.jcrc.2019.04.011,"Journal Article; Multicenter Study; Observational Study; Research Support, Non-U.S. Gov't",eng,"To validate the furosemide stress test (FST) for predicting the progression of acute kidney injury (AKI). We performed a multicenter, prospective, observational study in patients with stage I or II AKI. The FST (1 mg/kg for loop diuretic naïve patients and 1.5 mg/kg in patients previously exposed to loop diuretics) was administered. Subsequent urinary flow rate (UFR) recorded and predictive ability of urinary output was measured by the area under the curve receiver operatic characteristics (AuROC). Primary outcome was progression to Stage III AKI. Secondary outcomes included in-hospital mortality and adverse events. We studied 92 critically ill patients. 23 patients progressed to stage III AKI and had significantly lower UFR (p < 0.0001). The UFR during the first 2 h was most predictive of progression to stage III AKI (AuROC = 0.87), with an ideal cut-off of less than 200mls, with a sensitivity of 73.9% and specificity of 90.0%. In ICU patients without severe CKD with mild AKI, a UFR of less than 200mls in the first 2 h after an FST is predictive of progression to stage III AKI. Future studies should focus on incorporating a FST as part of a clinical decision tool for further management of critically ill patients with AKI.",https://pubmed.ncbi.nlm.nih.gov/31035185/
